Rank,Address,Name Tag,Balance,Percentage,Txn Count
8176,0x5c5cf647934edc78d3b1d60504d82393c0ce3da9,,663.8953 ETH,0.00055130%,7
8177,0x979ba6cefe46ec25368cb27d03ecfac286f967b1,,663.63365002 ETH,0.00055108%,6
8178,0x1c1be264dd13384f4c91e469b139d1396fac3a9e,,663.49073631 ETH,0.00055097%,68
8179,0x33a8d0b70d2c5d5ca67cd6977dffbf03a26b6fd1,,663.1190203 ETH,0.00055066%,8
8180,0xff4a1db7e156a1d73a7ad5f17fb5b470ec8baf9e,,663.04686255 ETH,0.00055060%,50
8181,0x2e1e9cf51f87891def3ce9baafcdc78226bf03bb,,663.03470646 ETH,0.00055059%,40
8182,0xb616086f87478c5dc1c7ac1fa904ba934ea50e8f,,662.96234423 ETH,0.00055053%,85
8183,0x1457d24195cad44fe2d941d2e977e4b01d08dbed,,662.82435677 ETH,0.00055041%,76
8184,0x72ab8d4e13d98c5a09b1460e0d9ddcac00fec7bc,,662.80813067 ETH,0.00055040%,148
8185,0x7f021f9c6fe8c4b744e8ff2ad51ec8bf175f98d4,,662.41469726 ETH,0.00055007%,61
8186,0x82dc7ebd4b26dfdef8e5939ec415f0929401bd31,,662.22680895 ETH,0.00054992%,192
8187,0xad3554ffa9004f37452b57734d570404f34153da,,662.198 ETH,0.00054989%,1
8188,0xa03400e098f4421b34a3a44a1b4e571419517687,HTX 52,662.13278715 ETH,0.00054984%,"473,763"
8189,0x3dc2bb8ce9bb00b126e02eb3c9b3dc8bce261e12,,662.08488512 ETH,0.00054980%,2
8190,0xe4d355cd3983a356515f1390766ffc48c8c1c30f,,662.01 ETH,0.00054974%,35
8191,0x0e72f72e7cc24334a80586d0e5e4f85b445c776d,,661.995 ETH,0.00054972%,1
8192,0x9193181061ee72eec1fd9956051639c94d9d9931,,661.87948723 ETH,0.00054963%,15
8193,0xd678dd0ca5231864fae5b5aa328dd23d1307d925,,661.75802582 ETH,0.00054953%,6
8194,0xf611e87642379f64062b1536b7a5b64d30b3984b,,661.52694929 ETH,0.00054933%,7
8195,0x12382c4714086850117874943bc460323885b3da,,661.4488989 ETH,0.00054927%,29
8196,0xfc50c5131f171a9e5a41b2a543ca4d866e3878e9,,661.107393 ETH,0.00054899%,7
8197,0xae793e7688b34b34e331d0c6f5a6a9d1c6de9108,,661.00030516 ETH,0.00054890%,10
8198,0xd6f750e2d9ac6552b073cfb152ba5fdebdea0847,,660.9978217 ETH,0.00054890%,10
8199,0x178503a849817119c3cd69f705ef2612acb062fa,,660.97853198 ETH,0.00054888%,203
8200,0x0cb22de2614666cbf221043715cef6944486abd8,,660.93002745 ETH,0.00054884%,15
8201,0x9de47f5ce8f7ea5cdc9f5efad88b8b9882887b8b,,660.8699842 ETH,0.00054879%,4
8202,0x220aee433c78cc5dd0efd00db39c12424170b001,,660.77728404 ETH,0.00054871%,195
8203,0xfac44bfdc053a9615c6b0527f44416914628a0c4,,660.75748812 ETH,0.00054870%,"1,506"
8204,0x0f0770768d1ea4a1711f5a3f4cabfe7b8bd5faa7,,660.70768077 ETH,0.00054865%,3
8205,0xf4d2849fe7169945a2263aa342338a5b7bbe8ebe,,660.66779724 ETH,0.00054862%,2
8206,0xee37d1756d0c18c15ebd3baa04df441c034a0b6a,,660.57118561 ETH,0.00054854%,40
8207,0xa1d47ea7407b8ebc565ea202e3f0b98d722ed259,,660.43904794 ETH,0.00054843%,17
8208,0x2ed43522ba6476d378d4fa5dfb3ea9bec08f9747,,660.34601968 ETH,0.00054835%,2
8209,0x0b2e0c5501cb1ee63f3b69a524f991a32baab09b,,659.80849033 ETH,0.00054791%,16
8210,0xae06372c16dad422e2e981e589dfe01f144e9e8d,,659.55059074 ETH,0.00054769%,100
8211,0x1bad89393f32beaf380782052e2d94679a49cb1f,,659.50501237 ETH,0.00054766%,8
8212,0x6e3d17766f7f9d93ee68af90c520204e5962b2b6,,659.49975136 ETH,0.00054765%,5
8213,0x9d89a0c595dcac90045409d480b8360ab855d3d9,,659.43499584 ETH,0.00054760%,66
8214,0xd1e5ba1d360e3931ec5e18b5a53a9c33024ee7b6,,659.3883436 ETH,0.00054756%,1
8215,0x1327d759d56e0ab87af37ecf63fe01f310be100a,,659.2 ETH,0.00054740%,1
8216,0xffcfe8a1693baf7d2963f72af5f8af2d52ff7115,,659.18 ETH,0.00054739%,2
8217,0x35a639fc7728bb40c1559e4ef5716a88b95aeb3b,,659.01108203 ETH,0.00054725%,2
8218,0xfa7101d466c859d13f00be64b7d4b5b84499ab6f,,658.99770898 ETH,0.00054723%,8
8219,0xd473bde4457b351bc5e2d9adfc596bdf27a4232a,,658.97648662 ETH,0.00054722%,39
8220,0xffe74e3840899af9908ef26be02a55843ab0634e,,658.30492834 ETH,0.00054666%,1
8221,0x75c48f71f51456aebaff3506ee98089835b4d169,,658.29764808 ETH,0.00054665%,3
8222,0xcca7b6be06781e898849c62c929ff5c674deab96,,658.21083779 ETH,0.00054658%,65
8223,0x322df8fd261820c36234f806b15f51a2203a8f88,,658.07681095 ETH,0.00054647%,8
8224,0xe3c241c390558bbdb5aee65e4127b2a4c6a8923b,,657.95244001 ETH,0.00054637%,30
8225,0xc27e327590366f5669681c892dae3710c8405827,,657.61081213 ETH,0.00054608%,2
8226,0x06e6e3e70238750cad671ae6d3bce2afa1990431,,657.59257555 ETH,0.00054607%,5
8227,0x71b7238b3f1e64de3b3437ffb42c2b7ecb1d3893,,657.57044782 ETH,0.00054605%,2
8228,0x3dabf5e36df28f6064a7c5638d0c4e01539e35f1,Orion Protocol Exploiter,657.55252995 ETH,0.00054603%,35
8229,0x014435b1e39945cf4f5f0c3cbb5833195a95cc9b,Duelbits,657.4468667 ETH,0.00054595%,"73,271"
8230,0xa749dde4b981714e973661a8813c60636449ee4f,,657.36472 ETH,0.00054588%,15
8231,0x283cae2444d4fda7bd11b730e6e9666d4363c84e,,657.17335712 ETH,0.00054572%,19
8232,0x80d86481e08864e1433c6f700aa85b2041a8f690,,657.07437764 ETH,0.00054564%,47
8233,0x96f578adbeaa1f243c371d75bc722de27b6cad27,,657.00860872 ETH,0.00054558%,219
8234,0x3f060b47d313fa36efc8092061c119160d8f48ed,,656.86460787 ETH,0.00054546%,15
8235,0x1041ee03572b257b2f2e0602ad8990349b174d64,,656.45 ETH,0.00054512%,1
8236,0x9468696ed09b3cdc1346a27db7c7993708fe685b,,656.28915371 ETH,0.00054499%,4
8237,0xd98c3b7f0297f2ed1861893cfd80c4cfa24fb687,,656.06725222 ETH,0.00054480%,116
8238,0x2d358e1bb08b3defae61df88b1b132a10df9457e,,655.98445399 ETH,0.00054473%,4
8239,0x5676a46c822e57a93f87140758e895d5b067df8f,,655.82992778 ETH,0.00054460%,4
8240,0x1aa16dcb343408e3c9aa3a4889f9a71595a7eaf0,,655.54690978 ETH,0.00054437%,3
8241,0x5435a8e7b08d0e7dcf05b219466cbd94637271b4,,655.5318127 ETH,0.00054436%,2
8242,0x245585a26cf5a98d743bbb412292af4eed5707da,,655.33012402 ETH,0.00054419%,22
8243,0x419b6e02025e81091225945f590beffa82a401ec,,655.312033 ETH,0.00054417%,7
8244,0x0001fd043311c5942e0e0b11b8e9634f35f73fad,,655.2876897 ETH,0.00054415%,33
8245,0x227b7656129bc07eef947d3c019a7a8f36a24e74,,655.1 ETH,0.00054400%,7
8246,0xf572e9d724649d6871ded00756b43e7aeb14f2f9,,655.04747055 ETH,0.00054395%,450
8247,0x1233ac400325b346b2ad9c2e6a43b1bc650c06d2,,655.03377013 ETH,0.00054394%,10
8248,0x6645646c5f6b28803d12f91e8671aceb07029a81,,655.0019951 ETH,0.00054392%,36
8249,0x16a1558b2713d20f43fbb1a9b5c7aab2dbd6106f,,654.99826624 ETH,0.00054391%,9
8250,0x16aa662bc3b6af5d40c9c7a7703c843f09e14d46,,654.90490444 ETH,0.00054384%,5
8251,0xe059d3e762b11764597225e4c08c7606a16caccc,,654.86708925 ETH,0.00054380%,347
8252,0x7d17b46ed3024a8f6a412a7061c1e9e383581f57,,654.6410983 ETH,0.00054362%,17
8253,0x73bd28718969937e40312dc7d7d5ebb62d44c701,,654.59253321 ETH,0.00054358%,16
8254,0x39f8bff88ba8df0a81566a3b34a47a640583042a,,654.29405055 ETH,0.00054333%,31
8255,0x602573885d5985b03a0c397c0cf5ef014374b7a5,,654.2925303 ETH,0.00054333%,5
8256,0x8ecc4163554b838908ad7af94eebc31f86a38197,,654.11916894 ETH,0.00054318%,45
8257,0xbde173c4c2249d3a98cd6ed844a4421728114f5a,Fake_Phishing384914,653.86974493 ETH,0.00054298%,26
8258,0xe583133d765af16ef8e06dba69c39d57d00b9104,,653.82543623 ETH,0.00054294%,69
8259,0xe700d005150e122e3cb417172caa4a5440e2df2a,,653.79695936 ETH,0.00054292%,33
8260,0xcf912d253d48bbf92bd241643ce77b1b8588b70e,,653.78686528 ETH,0.00054291%,826
8261,0xcff16255e4786c1f5d0c5670d127fc954871d244,,653.56423516 ETH,0.00054272%,4
8262,0xc295cce09878094d83b04a8f64669344836c4556,,653.39076126 ETH,0.00054258%,390
8263,0x6d97bdbbeb4c78e146154e49270fe4fc8520b2f1,,653.09530828 ETH,0.00054233%,44
8264,0x68a99f89e475a078645f4bac491360afe255dff1,India Covid-Crypto Relief Fund,653.06416684 ETH,0.00054231%,968
8265,0x4057e9305b7e19b00bf3514c0dcde59279174045,,652.98958 ETH,0.00054225%,3
8266,0xb63486d59b35b7fad4b745798fdf0d8e27b7e592,,652.73664109 ETH,0.00054204%,6
8267,0x6fe59353d45f6f94d55af8586c6d093ce71f8515,,652.48589949 ETH,0.00054183%,6
8268,0xc9fb0d5f71ae85df8dfd76173fe726fa5722b72a,,652.27052711 ETH,0.00054165%,19
8269,0xb2ea4967069a2474a6daaec5a70a36598ea4d875,,652.23104867 ETH,0.00054162%,3
8270,0xc8762ca8a6698b0e26aea117a02093496e1d48e6,,651.9 ETH,0.00054134%,1
8271,0x4b296808f414ab3775889fa2863e1d73f958a58e,,651.68362131 ETH,0.00054116%,280
8272,0xb29334576816e4baab734593a574fb25e338308b,,651.413457 ETH,0.00054094%,7
8273,0xf9d562e512236a62aaac89b9876d75fd76e5345d,,651.23848271 ETH,0.00054079%,10
8274,0xb5474f1f25f30a3b3b9d0953304097ca7776e73c,,651.23377308 ETH,0.00054079%,423
8275,0x528d50b58d49acc8116fc1f964f7b191cc96ec95,,651.12092843 ETH,0.00054069%,23
8276,0x4fb0bc75d56035fb6d07c80e44c156c88ba852ba,,650.98683177 ETH,0.00054058%,48
8277,0xb4b185d943ee2b58631e33dff5af6854c17993ac,,650.978475 ETH,0.00054058%,16
8278,0x390cff8f9495ba93b5c8846468e2398f878b6249,,650.95046453 ETH,0.00054055%,254
8279,0x652381dad2689e0fdc16cb83ed481e94f8df1236,,650.88078613 ETH,0.00054049%,299
8280,0x7623e9dc0da6ff821ddb9ebaba794054e078f8c4,Ether.fi: Early Adopter Program,650.68614326 ETH,0.00054033%,"38,243"
8281,0xf7229f45f923c4805e9c7509744833145c1187c2,,650.60494036 ETH,0.00054026%,6
8282,0xbeab326797b7d9d3cc90172c5dbf8cbae6387de1,,650.56468628 ETH,0.00054023%,1
8283,0xc3015aaf23cd870d32921f63a4c867b1996eecab,,650.5 ETH,0.00054018%,1
8284,0xc357adeeebe2d8c57e8c0056c6a603021daadd2d,,650.41164351 ETH,0.00054010%,68
8285,0x04cc84c48fbb4b670e648b5e0ece2b07773dacf5,,650.4087944 ETH,0.00054010%,169
8286,0x34cafa03d9750124102059ee35619a9c5d5af7df,,650.19789757 ETH,0.00053993%,18
8287,0x9c1b59408b78a7d1a6e9f310f1b7134fa110f20d,,650.18966592 ETH,0.00053992%,5
8288,0xfeb73629adcaa196c806bd5733556fca347c8a3a,,650.10048399 ETH,0.00053985%,31
8289,0x57f7f85c151a8a96cc20fea6a43622334c335fe4,,650.05640862 ETH,0.00053981%,"2,005"
8290,0x4e6b14fa3a6e7942b261afc6b32b8ddb16f03cb6,,650 ETH,0.00053976%,75
8291,0xf029db2d68a3158ec31ea334547c087aaa71174c,,650 ETH,0.00053976%,3
8292,0x2d78cc21481221eaca5ff77ff9e553ae07e1431f,,649.91656369 ETH,0.00053969%,47
8293,0x18d35bac4de8e4baee231cff6744584985681045,,649.8767635 ETH,0.00053966%,43
8294,0xbbce01a0b2d11cc8de3798ee4f5ef844732d1e98,,649.68287544 ETH,0.00053950%,19
8295,0x9944a69089a39cb719b8533cc892e133e3a80a07,,649.55951243 ETH,0.00053940%,"2,520"
8296,0x68046cc9d4f2cb060e284884a139144a086b0aa3,,649.52841842 ETH,0.00053937%,9
8297,0x36e5a034b95feac179ff06b7dcb5694c1a11035f,,649.51922572 ETH,0.00053936%,3
8298,0x052e5057b4c643c1ffaaa19bc99443a56604e290,,649.43764866 ETH,0.00053930%,8
8299,0x93612516ba2505fb980c29698359fa4789fb22ba,,649.27834957 ETH,0.00053916%,4
8300,0xf6b3dba0e4ccfbcd4ad71154d86ad7c6199e0732,,649.17713487 ETH,0.00053908%,9
8301,0xeb30c8215db1d09019bb75ba3428afdba374fbb8,,649.16528766 ETH,0.00053907%,29
8302,0x49c5d664d01e86389852aa2d2a15b187cf3fe89c,,649.10558936 ETH,0.00053902%,94
8303,0xfbf34b925380d8e756490d57522b0fc918e1269d,,648.99904127 ETH,0.00053893%,8
8304,0x29bcac5e7ab41c8a49fecada6d60ffdff6c0e49e,,648.69875609 ETH,0.00053868%,27
8305,0x3e8ecd9202645238ce6924fdeb3a545676b15062,,648.39700728 ETH,0.00053843%,2
8306,0x0cbc22de68b1b70483278235c14b2033db902ba2,,648.37465168 ETH,0.00053841%,53
8307,0xc8f21e496d76ef66ff4ac1737ea2843ac2cbd3f6,,648.17616882 ETH,0.00053825%,40
8308,0xba6f511d38541abc93abd54fe536d943887d77b9,,648.12681694 ETH,0.00053821%,681
8309,0x5418384a834ed08d2b5834f0ded7dcd4d8e02854,,648.08208403 ETH,0.00053817%,13
8310,0x64b7385564e75d5c749d1498193b404bcd9a0315,,648.0578075 ETH,0.00053815%,48
8311,0x5434a33372b9efb9b3f423487226690e57e52bf5,,647.77252451 ETH,0.00053791%,5
8312,0x58c8635e911b39164171b7394a8527cf8461501f,,647.67478308 ETH,0.00053783%,2
8313,0x916d37f4fa71a426b67bc3657342f0d23bff965a,,647.488817 ETH,0.00053768%,4
8314,0xf5b0876efca1d435b619a694df60f446e93b3575,,647.20409249 ETH,0.00053744%,12
8315,0xc27758116b0ea5403753c52fc648e159cb697fa2,,646.79291873 ETH,0.00053710%,4
8316,0xeddb5f8dbeef8959208daa10b931bb060f90cd6e,Puffer Finance: Eigen Pod 11,646.77952244 ETH,0.00053709%,22
8317,0x6f127ed9a0972d6ba6ba2d2652dba600785d2d40,,646.07587696 ETH,0.00053650%,1
8318,0x6c1bad13fba2083d1ef884ac61aa30d4174a2dff,,646.005 ETH,0.00053645%,36
8319,0x3eb41127755e915e27e71ecbc48f573e5d5cc12e,,646.0035882 ETH,0.00053644%,3
8320,0xbd830e14402965a36eb3905b8c81f4e267ab7a9b,,645.99655962 ETH,0.00053644%,90
8321,0x5a768765b50674ef857f680f3ed38304e434e9b5,,645.95971547 ETH,0.00053641%,41
8322,0xa0e04247d39ebc07f38acca38dc10e14fa8d6c98,,645.92737813 ETH,0.00053638%,"1,562"
8323,0x83fc4377413827eca613a285376decce83354e02,,645.64815045 ETH,0.00053615%,23
8324,0x6068d80fd39ab00f7713eb8ecaca113ed79ccf9b,,645.35918316 ETH,0.00053591%,323
8325,0x3197967c9fe47bb44368591b75548e87c126a7f4,,645.29634224 ETH,0.00053586%,2
8326,0x4d6fde594d8700350a9333647c7d449a327ea5e2,,645.29253407 ETH,0.00053585%,78
8327,0xa0eed247316cc5a1aa92eec542fe0738cac8f08f,,645.16409949 ETH,0.00053575%,829
8328,0x53710a2be4b0ac9c0b9ebf167f28160f72423c06,,645.08745007 ETH,0.00053568%,46
8329,0xda8f5292470a65396c6a19c9f98580a787b06966,,645.04972068 ETH,0.00053565%,17
8330,0x368c5414b56b8455171fbf076220c1cba4b5ca31,,644.94869024 ETH,0.00053557%,7
8331,0x5ae0359bdbea7db746073c4ee35135ec70d7ba0a,,644.83718725 ETH,0.00053548%,7
8332,0xad57553370e24f32f3cec57f571f143cf95f02e3,,644.79684869 ETH,0.00053544%,33
8333,0x0d290711aab201673f736ac98fda8315866ee745,,644.67307055 ETH,0.00053534%,15
8334,0xc32d278919596c1cb3fc0467658824be780c582b,,644.4180899 ETH,0.00053513%,40
8335,0x43f10d398a21bc5ff0bcef34e87f504fac84e1b2,,644.40641091 ETH,0.00053512%,24
8336,0x077bbaafe235d7f5d3ec36b901226aa8619a7af4,,644.112 ETH,0.00053487%,1
8337,0x3f33d77d7d9aa2747ab680f760989918f1337bc5,,643.997 ETH,0.00053478%,1
8338,0x4e8fde7c0f55dc79a96647a45ce623fed95a76f2,,643.82274156 ETH,0.00053463%,3
8339,0xa750329456abf7f57674be83e592221501ecf7a5,,643.49303617 ETH,0.00053436%,10
8340,0xfaaeaf3a202a81daa3f85723a085b2650985327d,,643.48585741 ETH,0.00053435%,691
8341,0xd7ae5066d38e53a1d3ebb0054cb0710b7989802e,,643.34417767 ETH,0.00053424%,85
8342,0x58550b17b228b42082bfe8d7ce82ae71b76611d3,,643.1 ETH,0.00053403%,2
8343,0x875c2aa1b9772fe760e330c2fb18a1853dcce8ec,,643.03721177 ETH,0.00053398%,26
8344,0xc9a42111406c98e5d99a5aba606cc95821c83951,,642.74048587 ETH,0.00053373%,241
8345,0x1ee91d630e8bf1ad3b05f7b92c268070df98b955,,642.62916348 ETH,0.00053364%,20
8346,0x22c37e3cc47026e731389bd4540f5e5d0bb8fdc0,,642.60374895 ETH,0.00053362%,39
8347,0x1ce7ae555139c5ef5a57cc8d814a867ee6ee33d8,Token.Store,642.57211701 ETH,0.00053359%,"712,673"
8348,0x2355ac2929bb7051814de3c48670fccbb515d8be,,642.35510685 ETH,0.00053341%,28
8349,0x0cb1600f8fe8901c3dd1264a71de9de7e9ae405b,,642.21581861 ETH,0.00053330%,14
8350,0x72fd235cb6cc771572ffe61919a8961bf011b866,,642.06923042 ETH,0.00053318%,27
8351,0x253553366da8546fc250f225fe3d25d0c782303b,ENS: ETH Registrar Controller,642.0677793 ETH,0.00053318%,"1,118,631"
8352,0x6b0efe4f536952825a38d376ecba65eafd391ed6,,641.986 ETH,0.00053311%,7
8353,0x78013804fd5da5af41744e36d72088199ff0b154,,641.47854 ETH,0.00053269%,3
8354,0xa61683c3d0654ae220fec10ecfda103aa743e114,,641.39926949 ETH,0.00053262%,2
8355,0xcf3e66638224648383d1ce8dc04e0fb00f5c105f,,640.98752464 ETH,0.00053228%,2
8356,0x381413749b4615cd5bbc15404d48822efdfb8754,,640.98384024 ETH,0.00053228%,12
8357,0x6e1fdac46555f772eeac084a3f711960cc56793a,,640.95794209 ETH,0.00053225%,53
8358,0x4bfd6830c01ae2e064c9eb754818d25eb605ece5,,640.89160761 ETH,0.00053220%,1
8359,0x15f04a0d62f6195143be20ccf44911a812fd05b9,,640.88380822 ETH,0.00053219%,16
8360,0x52e1731350f983cc2c4189842fde0613fad50ce1,,640.6585149 ETH,0.00053201%,43
8361,0x0273ead5bd876b4433fcf1b9e3b3ce65f4d92c56,,640.63318209 ETH,0.00053198%,11
8362,0x4960df5afc6e311e8668419499d7f701531ae556,,640.60377946 ETH,0.00053196%,193
8363,0xc6cb69ad390c0d9d038e299f2a496cfba7b9a57c,,640.5716466 ETH,0.00053193%,2
8364,0x44dc6b799dd3dc2571759c02736d24878253e1b8,,640.55978441 ETH,0.00053192%,2
8365,0x9c4c1c2ea5280b06a2b6c7a83ba9311da54fd02a,,640.34452113 ETH,0.00053174%,38
8366,0x94ea87a074438c00463e5646fe3f317703933998,,640.33543698 ETH,0.00053174%,52
8367,0x21e564dab9990ee6c5a7ac78b67e1facfa0b9512,,640.1879227 ETH,0.00053161%,13
8368,0xb600eaea7048410fbb6d2fd1c301233732d6143e,,640.08277757 ETH,0.00053153%,3
8369,0xb7035d288c86fc09dd9fa0e872f8b8a0981e7eb6,,640.03302058 ETH,0.00053149%,2
8370,0xfb2791b68333a4f70b0c9e9025d418a909901e5b,,640.01097403 ETH,0.00053147%,16
8371,0xa2ed5b25a8daf61faf220746926f74dd4e3a5b5f,,639.99970161 ETH,0.00053146%,1
8372,0x2448596f91c09baa30bc96106a2d37b5705e5d28,,639.983451 ETH,0.00053144%,17
8373,0xf57272b056543cd9737d9ed8e5b61fcdef7d6f40,,639.982129 ETH,0.00053144%,2
8374,0x363e846b91af677fb82f709b6c35bd1aafc6b3da,,639.88 ETH,0.00053136%,52
8375,0xb73937616eebba0712929de9d44493c12b6d0380,,639.74550391 ETH,0.00053125%,4
8376,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,MEV Bot: 0xA69...78C,639.73245328 ETH,0.00053124%,"2,869,692"
8377,0xb8cc3c8bf523ef7fccda537d99e85ee25d532e82,,639.5645379 ETH,0.00053110%,18
8378,0x77a5d394a8b2bb5ebc715c1a2ba1a5abc207bdfa,,639.33110387 ETH,0.00053090%,5
8379,0x54d7ae423edb07282645e740c046b9373970a168,DeGate: DepositContractProxy,639.32643915 ETH,0.00053090%,"2,400"
8380,0x8bc748ab622deecc516433e0a018525935f546b2,,639.27524652 ETH,0.00053086%,60
8381,0xd8be8de54b58fa15dc154dc864edcaa66de16aa1,,639.20513002 ETH,0.00053080%,8
8382,0x4811a9a60abc5691cb2e4617ad75ea6a89f6a337,,639.13395589 ETH,0.00053074%,12
8383,0x56a4d48060086eb5f9eb52af0a8aa1787254aec4,,639.04408344 ETH,0.00053066%,14
8384,0xb959dce02e91d9db02b1bd8b7d17a9c41a97af09,,639.00012503 ETH,0.00053063%,44
8385,0x08e9e9424f7342618d5d66a64ad370b4bba1c25d,,638.95691261 ETH,0.00053059%,25
8386,0xc68fe8c583931c62669cd3112a185497943e6203,,638.46460857 ETH,0.00053018%,1
8387,0xa630153f8e05ec04951312f722b0755845e75f92,,638.30964868 ETH,0.00053005%,"1,114"
8388,0xa3915b0c136a70d5cfa4c03da85fc5cb2ab6ec1a,,638 ETH,0.00052980%,3
8389,0x6b3cb0978b97b6498c7a4b198f0db86d63c5f703,,637.99619909 ETH,0.00052979%,4
8390,0xc4f158041508913e92dea7c81ff5e0fc45203a98,,637.59675089 ETH,0.00052946%,79
8391,0x5d1f29987fd23f0733f61602b737d1ed2a1fb4a7,,637.22503779 ETH,0.00052915%,108
8392,0xbb6a6033357f52f15fc6c4ab8e83ec635a4dba3f,,637.11669806 ETH,0.00052906%,5
8393,0xc40073165f549818fa02c91170e5048188eb8e13,,636.99844054 ETH,0.00052897%,2
8394,0xb797ff208395e92c5f7ae2720161df37f06e5943,,636.77796269 ETH,0.00052878%,21
8395,0x7a76672066152ef065d3e2017f8d9bcaecc8de82,,636.55055215 ETH,0.00052859%,10
8396,0x3c90a87a9c8b377620bbdf5305b0da0305030fd3,,636.49159651 ETH,0.00052855%,32
8397,0x9caee3620858e71282e06b89a3f7285e6ac368ea,,636.45555329 ETH,0.00052852%,6
8398,0xbf3664f15c31664c6cabb0f4a76a08cabf8b3d3c,,635.92678017 ETH,0.00052808%,25
8399,0x954f2a8b86aa586c3cc3a2088b72e2a560d7dc22,,635.70400873 ETH,0.00052789%,108
8400,0xcb308a788784c51d6ea96e0277ed1a0835edae12,,635.64715532 ETH,0.00052784%,20
8401,0xe8d8881b257d44efb7110f07c856d3de7b5156a7,,635.61442389 ETH,0.00052782%,83
8402,0xdf04ae3c38665ac26a0150f6ef43c28a837cf40a,,635.55 ETH,0.00052776%,14
8403,0xb62753bbde74372da84a4b0aece9b1b0cce50d16,,635.37449195 ETH,0.00052762%,375
8404,0x4ebdf703948ddcea3b11f675b4d1fba9d2414a14,,635.34194498 ETH,0.00052759%,"2,399"
8405,0xa38d8109127028d3e1774413ef28db70c471cb78,,634.98 ETH,0.00052729%,1
8406,0x7adc052ad10c49c8aeefc1ffed7a7d53e3a62ac8,,634.93073716 ETH,0.00052725%,19
8407,0x8b2d08f5fd015e5407e8b374969034540a034a61,,634.79758566 ETH,0.00052714%,8
8408,0x71c0a38dbf006e9ed57dae836c30b8e1e5f642f0,,634.52837337 ETH,0.00052691%,147
8409,0x768cd3af95a26d5bddeac50a7386d05a6cffaf7c,,634.46781625 ETH,0.00052686%,32
8410,0xb905d183bb47bff6b92132b5cc61bd54fc7e88ee,,634.35759865 ETH,0.00052677%,2
8411,0x706080a156ae4b3cfe2ac0a587772e868bfcae1f,,634.11630023 ETH,0.00052657%,140
8412,0x49301c7b3f7c2bc1f6a232af767bcba8372f73c1,,633.93421498 ETH,0.00052642%,80
8413,0x54e15ca35bbbcc3d75616de3d2c46ba80ac8cb28,,633.91886824 ETH,0.00052641%,349
8414,0xba934a748cc54058f472bf2e119b8fc855d8f70e,,633.72686377 ETH,0.00052625%,1
8415,0xc961da1fad0885e4fa8e340ee99828bebf3e3f32,,633.53977254 ETH,0.00052609%,1
8416,0xf801988b3b8e80097a94d497a0bb4139d9a6ae8c,,633.36101933 ETH,0.00052595%,7
8417,0x9161453655cba8344b1d3557b5109424fe364f47,,633.321118 ETH,0.00052591%,2
8418,0x0ead949d5a406aa7ad29c2b288b48e38f7270801,,633.18803242 ETH,0.00052580%,1
8419,0xbc747cd36a239c44abab08916eb76fcd30ec6d50,,633.1282465 ETH,0.00052575%,1
8420,0x017a581c3a7b41fb7cf9248ff6f3ffac2a41ddd4,,633.00049504 ETH,0.00052565%,14
8421,0xb0d8acf5bd406bdfe156693cc0c6f4cd1dc0ae64,,632.9979672 ETH,0.00052564%,1
8422,0xa8d092b8b1a07ef7b8b409ced7cfb13c0e46e439,,632.95787074 ETH,0.00052561%,"1,563"
8423,0x96977d15ee849bcbb23ea88f0517e1e4faad81d4,,632.90909386 ETH,0.00052557%,145
8424,0xd508ae10d94dbac8ab3002d4f30d62bb1639e986,,632.78995865 ETH,0.00052547%,1
8425,0xa6beed5aee8259cf8e67078983d9031cc26d2a4c,,632.776378 ETH,0.00052546%,6
8426,0xf2af19f466ab22af44b00c401a87a613c4248420,,632.71839791 ETH,0.00052541%,82
8427,0x94b080032dbd457bb4f761461d331d7754db4404,,632.43162308 ETH,0.00052517%,2
8428,0x29dfcf1f32cc4a0583332b98654e058b210d669f,,632.3576791 ETH,0.00052511%,3
8429,0x29ce96c8fd6c880a13c0095d982133d701fda11c,,632.3535831 ETH,0.00052511%,21
8430,0x04b8b696403c9c9abfd7e0b6d496e187a2986a0c,,632.1672461 ETH,0.00052495%,3
8431,0x47317dada4a53865b01413c23ebef5d04b740495,,632.02120637 ETH,0.00052483%,74
8432,0x70ae135c92c72ba9be845a2967cffbeac22443d4,,632.000001 ETH,0.00052482%,4
8433,0x7e2086371be6e3629df7f00cdd2b6024b926374b,,631.87320594 ETH,0.00052471%,45
8434,0x8adffcab54eb305e8ec85c275baae0e7fb9fef1d,,631.78938782 ETH,0.00052464%,28
8435,0xa478cbd1f75aca4b965d0a21500176036c77c7ae,,631.64556575 ETH,0.00052452%,5
8436,0x5258baa0970df30b953c6e198946e568f8cf2b2f,,631.4783515 ETH,0.00052438%,9
8437,0x8243b1b9d83b26314e96e0d923f387987e0be314,,631.23597177 ETH,0.00052418%,298
8438,0xf39ecb5e5f5f38e614f1af3557985f18e29cbd73,,631.14452379 ETH,0.00052410%,19
8439,0x56cd51786ccf07432d8d9bc699c245ac2edbbb61,,631 ETH,0.00052398%,1
8440,0xc374b767f4a3073b3b21f31b06498ca7268439b3,,630.81538692 ETH,0.00052383%,929
8441,0xfcba72effc7de91adbc050adbc37ae7f552c192a,,630.64931731 ETH,0.00052369%,4
